127.0.0.1 - - [17/Aug/2021:08:40:56 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:43:41 +0700] "GET /web_ex_crud/manage HTTP/1.1" 200 17302
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:43:47 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:43:48 +0700] "GET /web_ex_crud/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:43:48 +0700] "GET /web_ex_crud/login.jsp HTTP/1.1" 200 2416
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:43:50 +0700] "GET /web_ex_crud/registerPage HTTP/1.1" 200 2666
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:43:58 +0700] "GET /web_ex_crud/createAccount?username=lokkk&password=131351&password1=21321321321321 HTTP/1.1" 200 2702
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:44:10 +0700] "GET /web_ex_crud/createAccount?username=lokk&password=123&password1=123 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:44:10 +0700] "GET /web_ex_crud/login.jsp HTTP/1.1" 200 2416
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:44:21 +0700] "GET /web_ex_crud/login?username=lokk&password=123 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:44:21 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:44:25 +0700] "GET /web_ex_crud/manage HTTP/1.1" 200 17302
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:44:28 +0700] "GET /web_ex_crud/FormWaifuUpdate?id=4 HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:46:08 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:46:32 +0700] "GET /web_ex_crud/registerPage HTTP/1.1" 200 2666
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:46:42 +0700] "GET /web_ex_crud/createAccount?username=longlll&password=123&password1=1231 HTTP/1.1" 200 2702
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:46:52 +0700] "GET /web_ex_crud/createAccount?username=lokkk&password=111&password1=111 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:46:52 +0700] "GET /web_ex_crud/login.jsp HTTP/1.1" 200 2416
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:46:58 +0700] "GET /web_ex_crud/login?username=lokkk&password=111 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:46:58 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:03 +0700] "GET /web_ex_crud/listWaifu_TypeLoli HTTP/1.1" 200 15732
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:04 +0700] "GET /web_ex_crud/listWaifu_AgeGoingUp_TypeLoli HTTP/1.1" 200 15732
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:05 +0700] "GET /web_ex_crud/listWaifu_PriceGoingDown_TypeLoli HTTP/1.1" 200 15732
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:06 +0700] "GET /web_ex_crud/listWaifu_AgeGoingDown_TypeLoli HTTP/1.1" 200 15732
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:07 +0700] "GET /web_ex_crud/listWaifu_Name_A_Z_TypeLoli HTTP/1.1" 200 15732
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:08 +0700] "GET /web_ex_crud/listWaifu_TypeBB HTTP/1.1" 200 13185
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:09 +0700] "GET /web_ex_crud/listWaifu_PriceGoingDown_TypeBB HTTP/1.1" 200 13185
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:10 +0700] "GET /web_ex_crud/listWaifu_AgeGoingUp_TypeBB HTTP/1.1" 200 13185
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:10 +0700] "GET /web_ex_crud/listWaifu_AgeGoingDown_TypeBB HTTP/1.1" 200 13185
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:11 +0700] "GET /web_ex_crud/listWaifu_Name_A_Z_TypeBB HTTP/1.1" 200 13185
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:13 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:13 +0700] "GET /web_ex_crud/listWaifu_PriceGoingDown HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:14 +0700] "GET /web_ex_crud/listWaifu_AgeGoingDown HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:15 +0700] "GET /web_ex_crud/listWaifu_Name_A_Z HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:18 +0700] "GET /web_ex_crud/manage HTTP/1.1" 200 17302
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:20 +0700] "GET /web_ex_crud/FormWaifuUpdate?id=1 HTTP/1.1" 200 2339
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:25 +0700] "GET /web_ex_crud/updateWaifu?wId=1&wName=Sagari+Izumi111&wAge=12&wType=loli&wPrice=1999999&wImage=https%3A%2F%2Fimage.lag.vn%2Fupload%2Fnews%2F20%2F06%2F01%2F4_FXLW.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:25 +0700] "GET /web_ex_crud/manage HTTP/1.1" 200 17305
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:27 +0700] "GET /web_ex_crud/FormWaifuUpdate?id=1 HTTP/1.1" 200 2342
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:30 +0700] "GET /web_ex_crud/updateWaifu?wId=1&wName=Sagari+Izumi&wAge=12&wType=loli&wPrice=1999999&wImage=https%3A%2F%2Fimage.lag.vn%2Fupload%2Fnews%2F20%2F06%2F01%2F4_FXLW.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:30 +0700] "GET /web_ex_crud/manage HTTP/1.1" 200 17302
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:34 +0700] "GET /web_ex_crud/FormWaifuImport HTTP/1.1" 200 1836
0:0:0:0:0:0:0:1 - - [17/Aug/2021:08:47:43 +0700] "GET /web_ex_crud/manage HTTP/1.1" 200 17302
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:25:12 +0700] "GET /web_ex_crud/login?username=skikes11&password=123456bo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:25:12 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:25 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:27 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:28 +0700] "GET /web_ex_crud/listWaifu_TypeLoli HTTP/1.1" 200 15732
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:30 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:31 +0700] "GET /web_ex_crud/listWaifu_AgeGoingUp HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:37 +0700] "GET /web_ex_crud/login?username=skikes11&password=123456bo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:37 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:42 +0700] "GET /web_ex_crud/ HTTP/1.1" 200 2416
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:43 +0700] "GET /web_ex_crud/login?username=skikes11&password=123456bo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:43 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:52 +0700] "GET /web_ex_crud/login?username=skikes11&password=123456bo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:46:52 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 17055
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:47:05 +0700] "GET /web_ex_crud/manage HTTP/1.1" 200 17302
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:47:09 +0700] "GET /web_ex_crud/waifuDelete?id=13 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:47:09 +0700] "GET /web_ex_crud/manage HTTP/1.1" 200 16788
0:0:0:0:0:0:0:1 - - [17/Aug/2021:15:47:11 +0700] "GET /web_ex_crud/listwaifu HTTP/1.1" 200 16622
